gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	regulate
TRIM23	-0.594093182000002	10.0478524773333	-5.23931768251518	0.000199397105852307	0.00197182652238303	0.547700279426618	unchanged
OST4	-0.255228061666665	13.8462593875	-5.23709663525363	0.000200131894823276	0.0019775737052677	0.543912989313008	unchanged
BLM	-0.517110973333335	8.435933664	-5.23697746298205	0.000200171400928709	0.0019775737052677	0.543709760090469	unchanged
AS3MT	-0.913885076333334	2.90886759866667	-5.2365823155613	0.000200302452595954	0.00197791428600054	0.543035885757602	unchanged
NT5C1B	-0.856787664666666	4.41078725383333	-5.23334929546398	0.000201378084766519	0.00198757743422569	0.537521585534389	unchanged
RPEL1	-0.567723119000002	9.50535915533333	-5.23285262740178	0.000201543864327236	0.00198825546311262	0.536674334328132	unchanged
AC005520.5	-0.894096453166668	5.52424591675	-5.22905375054375	0.00020281661954723	0.00199888564404585	0.530192845138619	unchanged
PTGR2	-0.894096453166668	5.52424591675	-5.22905375054375	0.00020281661954723	0.00199888564404585	0.530192845138619	unchanged
SMAP1	-0.451281935166664	8.17995665008333	-5.22864091685846	0.000202955441018591	0.00199925325088614	0.529488368057496	unchanged
SRSF9	-0.333669115000003	13.2420711791667	-5.22836238384728	0.000203049158293123	0.00199925325088614	0.529013054439154	unchanged
NEU1	0.7510955425	7.16457439858333	5.22689167668853	0.000203544757801809	0.00200316993742482	0.526503135219303	unchanged
PNKD	-0.365661551333336	6.60527446241667	-5.22514973518592	0.000204133402744857	0.00200799812114057	0.523529949050709	unchanged
OR52E1	0.719099192833332	5.43065785108333	5.21773274248532	0.000206659881827854	0.00203187440222489	0.510865886003911	unchanged
N4BP1	-0.346279253333332	11.4154406216667	-5.21733604672337	0.000206795932060261	0.00203223641487243	0.510188343840478	unchanged
SPEN	-0.431267588333335	6.66919092583333	-5.21594029802263	0.000207275364608332	0.00203347153756951	0.507804286950171	unchanged
C10orf82	-1.32806946183333	3.97519699658333	-5.21590094824061	0.000207288897971245	0.00203347153756951	0.507737070399476	unchanged
RXRB	-0.335905938666668	7.354366742	-5.21585825864891	0.000207303581027188	0.00203347153756951	0.507664148614048	unchanged
DNAJC15	0.439010611666665	10.6142069058333	5.21581407866317	0.000207318777853767	0.00203347153756951	0.507588680699819	unchanged
HCAR3	1.71486142333333	11.9377181833333	5.21480357450456	0.000207666686121093	0.00203527981171793	0.505862473635443	unchanged
ZBTB8OS	0.322557405	12.7196140208333	5.21470140941459	0.000207701894848167	0.00203527981171793	0.505687941138053	unchanged
HCAR2	1.97732381566667	10.7869203655	5.21236297247136	0.000208509497548254	0.00204221640831575	0.501692717419139	unchanged
LINC01664	-0.376788217166668	4.48141654441667	-5.2109570102304	0.000208996648216636	0.00204600925213992	0.499290274987748	unchanged
GRWD1	-0.517545278	4.72892502233333	-5.21035182619648	0.000209206705903251	0.00204708711748618	0.49825608316422	unchanged
EFCAB2	0.480791222833333	7.23403583516667	5.2063179553023	0.000210612529774761	0.00205850072604317	0.491361393407311	unchanged
TOM1L2	-0.380989255999999	4.95435367016667	-5.20625370773767	0.000210635000491885	0.00205850072604317	0.491251563846022	unchanged
SLC3A1	-0.785506317000001	6.03045335175	-5.20614026440076	0.000210674683680981	0.00205850072604317	0.491057634023935	unchanged
CLEC4C	-0.573182392833333	6.79427495175	-5.20454319236814	0.000211234183824629	0.00206298334989433	0.488327278187528	unchanged
RUBCNL	0.90652862666667	12.556555795	5.20309361299479	0.000211743364493557	0.00206688421639047	0.485848779833209	unchanged
WRNIP1	-0.461767463666665	7.92125045733333	-5.20283185344109	0.000211835447763848	0.00206688421639047	0.485401191957139	unchanged
CNEP1R1	-0.515623296499998	7.70094089625	-5.20183278027542	0.000212187294299463	0.00206697881396312	0.483692772415522	unchanged
AGAP5	-0.531249229000002	10.6486891153333	-5.20174504738335	0.000212218220757947	0.00206697881396312	0.483542742390819	unchanged
BMS1P4-AGAP5	-0.531249229000002	10.6486891153333	-5.20174504738335	0.000212218220757947	0.00206697881396312	0.483542742390819	unchanged
VEZF1	-0.286625438333335	13.9533913891667	-5.20165817118803	0.000212248849890841	0.00206697881396312	0.483394176367133	unchanged
PPP4R1	0.443414789999995	13.3251445533333	5.20074284433163	0.00021257184053071	0.00206831882630817	0.48182882452854	unchanged
CCDC117	-0.507556121499997	8.11730820758333	-5.20060555335496	0.000212620330797483	0.00206831882630817	0.481594025838715	unchanged
TTC9	-0.7757432905	4.99226235441667	-5.20040997971734	0.000212689426181885	0.00206831882630817	0.481259546225743	unchanged
APBA2	-1.14810413666667	6.4349061775	-5.19895228779974	0.000213205166566841	0.00207235017147077	0.47876636865685	unchanged
TVP23B	-0.507391642666668	9.362572446	-5.19485923819666	0.000214660347938551	0.0020848671963447	0.471764259695959	unchanged
GAPVD1	-0.560044035166666	7.77983556541667	-5.19475784147542	0.000214696529154833	0.0020848671963447	0.47159076865168	unchanged
HOXA6	-0.720014757166668	3.38859717675	-5.19410823501651	0.00021492847913274	0.00208613045148745	0.470479251307725	unchanged
XBP1	-0.702620629999995	12.7399269416667	-5.19356340715637	0.000215123219579629	0.00208617179188283	0.469546973150479	unchanged
ZNF792	0.653216086166667	9.57558237908333	5.19352636618902	0.000215136466037917	0.00208617179188283	0.469483589331004	unchanged
IGSF10	-1.24002870466667	3.59871847	-5.1909464747341	0.000216061188811656	0.00209321377581583	0.465068474897716	unchanged
CLIP1	-0.504103901500001	8.40386992591667	-5.19093005925487	0.000216067086038802	0.00209321377581583	0.465040379306242	unchanged
KHNYN	-0.528981421916668	6.45595432029167	-5.18907192390433	0.000216735711247317	0.00209869851836646	0.461859891189795	unchanged
AC117498.1	-0.817309630500001	3.74417400941667	-5.18509101075378	0.000218175515828886	0.00211054631972241	0.455044383721606	unchanged
ADCY6	-0.817309630500001	3.74417400941667	-5.18509101075378	0.000218175515828886	0.00211054631972241	0.455044383721606	unchanged
EZH1	0.447375085833335	7.45937602875	5.1848351069015	0.00021826841333848	0.00211054631972241	0.454606192007134	unchanged
HIGD1B	-0.375949025833332	5.87553476191667	-5.1840807153683	0.000218542512300829	0.00211219945819772	0.453314374195647	unchanged
CSKMT	2.25228614966667	6.100135315	5.18241392206138	0.00021914940389596	0.00211706593952324	0.450459892634488	up-regulated
MOK	-0.981119155000001	4.69995644983333	-5.18095403402177	0.000219682413892608	0.00211880547150588	0.447959443553856	unchanged
C14orf28	-0.676457627333335	9.10143625266667	-5.18084954147483	0.000219720616646866	0.00211880547150588	0.44778046117541	unchanged
AL049870.3	-0.676457627333335	9.10143625266667	-5.18084954147483	0.000219720616646866	0.00211880547150588	0.44778046117541	unchanged
ACSS1	-0.568659981333331	10.368616536	-5.18078750176903	0.000219743301830005	0.00211880547150588	0.447674194398164	unchanged
FBXO45	-0.638128344666667	8.54827530333333	-5.18028535732622	0.000219927004450284	0.00211957884759615	0.446814060636399	unchanged
AL359704.3	0.804249114	3.309286559	5.17998675128095	0.000220036321821708	0.002119634934576	0.446302556101265	unchanged
FN3KRP	-0.627607551000001	8.0958956615	-5.17944339790564	0.00022023538572648	0.00212055510093009	0.445371775084699	unchanged
AC013489.1	-0.630243505555553	8.56936662788889	-5.17861252217705	0.000220540152652037	0.00212249169469629	0.443948383203764	unchanged
AIMP1	0.583662146666667	11.9995440333333	5.17779793873019	0.000220839373541167	0.00212437311889296	0.442552812505161	unchanged
ZCCHC4	-0.704114599500001	7.26628434941667	-5.17682278151312	0.000221198138782885	0.00212603254630888	0.440882025122113	unchanged
HTR1F	-1.11188122683334	2.95148654758333	-5.17676477265257	0.000221219499813683	0.00212603254630888	0.440782631535352	unchanged
AC020916.1	1.26402411425	8.63617967295833	5.17422299972124	0.000222157605941764	0.00213404679628861	0.436427063990029	unchanged
MRPL18	-0.549480115	11.3251124541667	-5.17268811591469	0.000222726116241034	0.00213850485729788	0.433796478394865	unchanged
TTI1	-0.514906916999999	3.98930781816667	-5.17111965732334	0.000223308640938586	0.00214278259225157	0.431108025445079	unchanged
PSMC1	0.376351544999999	13.3361988491667	5.17092539773377	0.000223380900119975	0.00214278259225157	0.430775027438973	unchanged
ZNF615	-0.503331472083334	7.804963574625	-5.16877014365024	0.000224184244296545	0.00214864248403097	0.427080173040898	unchanged
DDX60	-0.723505356666665	11.898463355	-5.16872364158894	0.000224201610760458	0.00214864248403097	0.427000445523921	unchanged
MKLN1	-0.412797035500002	9.61959168275	-5.16739583904209	0.000224698082835462	0.00215239323501883	0.424723814058499	unchanged
THEMIS2	-0.87781967766667	10.6313185561667	-5.16502782082114	0.000225586364270959	0.00215895622201644	0.420663060315002	unchanged
HLA-DQB2	0.819375822833335	8.90245618558333	5.16500735240394	0.000225594058355233	0.00215895622201644	0.420627957158283	unchanged
RNF17	-2.58382480716667	3.76413151941667	-5.16375117989212	0.000226066781776976	0.00216231995264834	0.418473525451623	down-regulated
ZNF266	-0.725318683333333	12.39154104	-5.16351253569211	0.000226156705984997	0.00216231995264834	0.418064208679829	unchanged
RABGEF1	-0.5899537955	9.91675126708333	-5.16170210563551	0.000226840123836323	0.00216784215406808	0.414958755708929	unchanged
POLE4	0.423241616666669	12.0584638283333	5.1611336246037	0.000227055166400036	0.00216828497523662	0.413983543151486	unchanged
MED13	-0.342605808333333	12.3021046591667	-5.16101991243755	0.00022709820663489	0.00216828497523662	0.413788468097194	unchanged
ZNF813	-0.490342217333334	7.801121719	-5.15981889806534	0.000227553315888339	0.00217042195051808	0.411728003472149	unchanged
AC119403.1	-0.815631911833334	5.82511231208333	-5.15959053767101	0.000227639958482072	0.00217042195051808	0.411336205823285	unchanged
ZNF57	-0.815631911833334	5.82511231208333	-5.15959053767101	0.000227639958482072	0.00217042195051808	0.411336205823285	unchanged
ECH1	-0.340004411833332	11.03312672975	-5.15497645755539	0.000229398034909651	0.00218616647508127	0.403418347571842	unchanged
KLHL2	-0.745689521666669	7.78610990483333	-5.15460707125425	0.000229539395015028	0.00218649619065478	0.402784350486736	unchanged
ATF7IP2	-0.688155129833333	6.27200448308333	-5.15426226576423	0.000229671430846358	0.00218673682181934	0.402192526362034	unchanged
MYL12B	-0.379073039999998	14.8631513316667	-5.15278681153672	0.000230237325569335	0.00219075360256473	0.399659878237998	unchanged
SMC1A	-0.440874490499999	5.37698456975	-5.15260475895698	0.000230307251285247	0.00219075360256473	0.399347361106411	unchanged
NAAA	-0.737679525000001	10.7409937075	-5.15064097635357	0.000231062951894593	0.00219692165961062	0.395975990608299	unchanged
CAMKK1	0.649447485166664	6.99166006991667	5.14959380801298	0.000231466985860245	0.00219974193522868	0.394178029923197	unchanged
NEK10	0.783399791999997	3.97315335866667	5.14873549027323	0.000231798707823141	0.00220127886205579	0.392704212124863	unchanged
NCBP2L	-0.859166716833335	3.72760306808333	-5.14861923347482	0.000231843677024138	0.00220127886205579	0.392504579994444	unchanged
EVC2	-1.5593785675	3.53553897258333	-5.14790496327124	0.000232120164400433	0.00220288274648789	0.391278020641268	unchanged
ELF4	-0.473608033333334	5.473278172	-5.14757337759313	0.000232248635775376	0.00220308108414993	0.390708591921999	unchanged
AC110792.2	0.586404110333334	4.80194868766667	5.14719120325795	0.000232396800105224	0.0022032162583128	0.390052269698884	unchanged
DNASE1	-0.547588191749999	5.71404806920833	-5.14654349330931	0.000232648136008579	0.0022032162583128	0.388939888975375	unchanged
TRAP1	-0.547588191749999	5.71404806920833	-5.14654349330931	0.000232648136008579	0.0022032162583128	0.388939888975375	unchanged
ZNF699	-0.961570151500004	7.85853321308333	-5.14642743410203	0.000232693201500517	0.0022032162583128	0.388740562351106	unchanged
DHRS13	-0.769132827666668	5.97108331233333	-5.14578123755057	0.000232944285584154	0.00220362061974521	0.387630715264734	unchanged
TRMT61A	0.412251916000002	7.15286544983333	5.14543600055053	0.000233078546336617	0.00220362061974521	0.387037745582462	unchanged
OSGEPL1	-0.707222717833334	5.51197157475	-5.14535873265127	0.000233108606517976	0.00220362061974521	0.386905030172657	unchanged
ZNF436	-0.339322242083334	7.19786431429167	-5.14521045690331	0.000233166302880267	0.00220362061974521	0.386650349401036	unchanged
VPS16	-0.435374953333334	11.215112595	-5.14418748202187	0.000233564766791512	0.0022063682767021	0.384893192014697	unchanged
USP19	0.772823485000004	11.0121090358333	5.14146560714103	0.000234628462909678	0.00221539461520987	0.380217168512059	unchanged
AC026316.4	0.51811379225	9.24716410945833	5.14026682986115	0.000235098551492186	0.00221881029242395	0.378157426690617	unchanged
TUBD1	-0.563360783333337	9.97120920366667	-5.13663917710567	0.000236527132025949	0.00223126470008818	0.37192322439579	unchanged
GJB7	-1.06658070066667	4.34203350883333	-5.13427807458082	0.000237461834599887	0.00223905081611679	0.367864679602797	unchanged
GOT1	-0.435686733499999	9.71046982741667	-5.13294525436546	0.000237991176806258	0.00224300934238019	0.365573342927027	unchanged
PSMC4	-0.456027605500001	8.93952531041667	-5.13232116439941	0.000238239465705722	0.00224431658585703	0.364500348953267	unchanged
EOMES	-1.15859473066667	7.077224893	-5.13090088941933	0.000238805524088472	0.00224861477394571	0.362058286758809	unchanged
TMEM9B	-0.477855291666668	10.8370055558333	-5.12946193062437	0.000239380468927484	0.00225299264872926	0.359583826627203	unchanged
BDKRB1	0.657200386083335	7.47975109720833	5.12677131939705	0.00024045942097976	0.00226106930287671	0.354956266341452	unchanged
AL355102.4	0.657200386083335	7.47975109720833	5.12677131939705	0.00024045942097976	0.00226106930287671	0.354956266341452	unchanged
TMED7-TICAM2	-0.501799090833332	7.96763292191667	-5.12614361964368	0.000240711866092236	0.00226240432196833	0.35387655282019	unchanged
POC1B	-0.508383692277779	7.07058720341667	-5.12558027214265	0.000240938667203675	0.00226311189592758	0.352907487951503	unchanged
TMEM170B	0.854289696666668	7.77537320683333	5.12540778023683	0.000241008156495022	0.00226311189592758	0.352610760663068	unchanged
C12orf65	-0.73920929016667	8.87870709675	-5.12467961538658	0.000241301733532766	0.00226483020291065	0.351358099770438	unchanged
RAD51D	-0.556292504166668	5.85414006558333	-5.12437956524944	0.00024142281508414	0.00226492865456857	0.350841903565712	unchanged
FAM157C	-0.672286182833334	9.21288187225	-5.1216476147052	0.00024252819821091	0.00226951957322511	0.346141399594967	unchanged
AC133919.2	-0.672286182833334	9.21288187225	-5.1216476147052	0.00024252819821091	0.00226951957322511	0.346141399594967	unchanged
AL669831.1	-0.672286182833334	9.21288187225	-5.1216476147052	0.00024252819821091	0.00226951957322511	0.346141399594967	unchanged
AC240565.2	-0.672286182833334	9.21288187225	-5.1216476147052	0.00024252819821091	0.00226951957322511	0.346141399594967	unchanged
AC069287.3	-0.672286182833334	9.21288187225	-5.1216476147052	0.00024252819821091	0.00226951957322511	0.346141399594967	unchanged
BTAF1	-0.731996348166669	10.3679096325833	-5.12152713585353	0.000242577067665516	0.00226951957322511	0.345934084936173	unchanged
PIKFYVE	-0.745997118833336	6.84656327991667	-5.11993861467283	0.000243222381846691	0.00227377766382857	0.343200448772911	unchanged
CEP250	-0.748636755833334	5.70919645375	-5.11979690219178	0.000243280038000823	0.00227377766382857	0.342956564013773	unchanged
UQCRQ	0.328603984999999	11.8144092175	5.11934492265802	0.000243464023102212	0.00227377766382857	0.342178697224552	unchanged
NCBP1	-0.590308260500001	9.18864001608333	-5.11924868471874	0.000243503217064258	0.00227377766382857	0.342013066113005	unchanged
SPTSSB	-1.91385484833333	3.51090172766667	-5.11904224518279	0.000243587314181635	0.00227377766382857	0.341657767491568	unchanged
METTL6	0.614791661916664	8.387655821625	5.11810323520981	0.000243970222803959	0.00227631442506838	0.340041586665539	unchanged
CSRP1	-0.583228679499999	5.21613251341667	-5.11689644217701	0.000244463255610801	0.0022791112852766	0.33796433886858	unchanged
FAM192A	-0.381088157333332	9.79368140716667	-5.11682481058719	0.000244492553405893	0.0022791112852766	0.337841033663944	unchanged
ATG16L2	-0.433249060333333	8.99427483058333	-5.11503938134053	0.000245223997658077	0.00228488965970765	0.334767412037113	unchanged
PICALM	-0.661052658166671	9.39086487958333	-5.11237695036747	0.00024631899541507	0.00229404867035045	0.330183247551747	unchanged
ZSCAN2	-1.06280246133333	3.3146403435	-5.11083632944956	0.00024695496060583	0.0022978816870547	0.327530184402826	unchanged
AC048382.5	-1.06280246133333	3.3146403435	-5.11083632944956	0.00024695496060583	0.0022978816870547	0.327530184402826	unchanged
SLAIN2	-0.347895141333331	6.62582765266667	-5.10956708228532	0.000247480197799137	0.00230172318389025	0.325344211630768	unchanged
TMEM181	-0.880041318000001	7.11924698266667	-5.10809292081908	0.000248091704008363	0.00230636318569735	0.322805056542858	unchanged
SVIP	0.604602301666672	13.8065662641667	5.1073944919917	0.000248381977056922	0.00230801401548355	0.321601954535892	unchanged
ACTG1	-0.800570808333337	11.4247678208333	-5.10551042480846	0.000249166790478871	0.00231406506363102	0.318356170632357	unchanged
EIF2B1	-0.256412090166668	9.22574281991667	-5.10431185318585	0.000249667412725122	0.00231406506363102	0.316291083287367	unchanged
DERL1	0.477064812833335	10.4169443319167	5.10411923641201	0.000249747963746819	0.00231406506363102	0.315959195213898	unchanged
AC104316.1	0.477064812833335	10.4169443319167	5.10411923641201	0.000249747963746819	0.00231406506363102	0.315959195213898	unchanged
NEFH	-0.8853836385	5.00765490241667	-5.10372842773745	0.000249911481079081	0.00231406506363102	0.315285797828685	unchanged
TANK	-0.435249001666667	13.1666907441667	-5.10370708320728	0.000249920415028204	0.00231406506363102	0.315249018764483	unchanged
AC009299.3	-0.435249001666667	13.1666907441667	-5.10370708320728	0.000249920415028204	0.00231406506363102	0.315249018764483	unchanged
RNF213	-0.7030530785	8.66785050325	-5.10366720932542	0.00024993710550546	0.00231406506363102	0.315180311349443	unchanged
GPR39	-1.21866114583333	4.17616742991667	-5.10319956779871	0.000250132939012416	0.00231442567030194	0.314374494046222	unchanged
HAPLN4	-0.776066169333332	3.389096585	-5.10303457316774	0.000250202071975025	0.00231442567030194	0.314090176386626	unchanged
PRDM5	-0.711085369666667	4.14234857183333	-5.10274013842704	0.000250325490328667	0.00231452191509305	0.31358279947263	unchanged
APOBEC3D	-0.609294680666665	7.06098413933333	-5.10246201820077	0.000250442128791015	0.00231455541409747	0.313103525626396	unchanged
KCNRG	-0.294521040666669	7.71328199116667	-5.10031278286771	0.000251345403591917	0.00232185560016349	0.30939948777042	unchanged
ZNF234	-0.962219190833333	4.72811057558333	-5.09950245235555	0.000251686853946786	0.00232385990899869	0.308002789022022	unchanged
MSH2	0.310135436333336	8.99731201333333	5.09915499269706	0.000251833412679602	0.00232385990899869	0.307403875462764	unchanged
SNRPB2	0.37731748	11.9788447783333	5.09899060411456	0.000251902783104351	0.00232385990899869	0.307120514579798	unchanged
PIM3	1.48238732616667	6.67621275691667	5.09569809948848	0.000253296419475143	0.00233566441731244	0.301444389491016	unchanged
MED12L	-0.643046049642856	6.44943823315476	-5.09321409027366	0.000254353192413442	0.00234435345662794	0.297161128959782	unchanged
AL360270.1	-0.581306326666667	11.375919525	-5.09124865093494	0.000255192627763563	0.00235103239613035	0.293771480845736	unchanged
ADCY4	-0.469584182666668	5.478437243	-5.09059947252519	0.000255470528780542	0.00235253436574887	0.292651779199288	unchanged
ZC3H13	-0.470888136666664	10.8718774166667	-5.08875951759424	0.000256259905369908	0.00235874285931493	0.289477927579703	unchanged
TRAF5	-0.644961080333335	8.04607994983333	-5.08791515031726	0.000256623011654108	0.00236102393471524	0.288021277528034	unchanged
CCDC50	-0.463153841166664	9.69954780808333	-5.08646891332576	0.000257246196745693	0.00236569470559128	0.285526101585453	unchanged
CMAS	-0.376543236666667	11.5450993533333	-5.08441241297227	0.00025813508031904	0.00237280361083211	0.281977572320822	unchanged
AKT1	-0.498520797833333	7.72279015641667	-5.08384349878925	0.000258381551355518	0.00237400366611081	0.280995802359132	unchanged
GART	-0.65071084333333	11.1997268483333	-5.08356855698486	0.000258500753037216	0.00237403382161533	0.280521322593573	unchanged
AC007991.3	-1.08243232	6.6714017485	-5.08179355907291	0.00025927169746623	0.00237796403923754	0.277457887967615	unchanged
IDO1	-1.08243232	6.6714017485	-5.08179355907291	0.00025927169746623	0.00237796403923754	0.277457887967615	unchanged
ABI1	-0.357608790000002	10.7260771833333	-5.08178128685295	0.000259277036114132	0.00237796403923754	0.277436706140969	unchanged
CUEDC1	-0.620864818833335	6.06150166958333	-5.08145377300029	0.000259419553452047	0.0023782061122193	0.276871410597317	unchanged
PECR	-0.423632847333336	8.88993989066667	-5.08010389374583	0.000260007820072733	0.00238253250787006	0.274541343129266	unchanged
AC018470.1	0.536261086083333	3.30240743320833	5.0784746665743	0.000260719688586579	0.00238691963444485	0.27172876643984	unchanged
SP9	0.536261086083333	3.30240743320833	5.0784746665743	0.000260719688586579	0.00238691963444485	0.27172876643984	unchanged
ABRAXAS2	-0.360088815500001	6.60237472908333	-5.0766538900781	0.000261517671849694	0.00239315546000077	0.268585101387457	unchanged
PSMD11	-0.38598223333334	13.1411729366667	-5.07606779641499	0.000261775081164402	0.00239444111757345	0.26757308781934	unchanged
PDCD2L	-0.445046566166667	7.63516205525	-5.07518915685502	0.000262161473129573	0.00239690489718467	0.266055848098964	unchanged
THOC5	0.343767111666661	12.0629089458333	5.0733837312084	0.000262957308943113	0.0024031082941343	0.262937911478143	unchanged
AL135905.2	1.02007400183333	9.64092537991667	5.07209524611517	0.000263526825580662	0.00240616557641193	0.260712460497592	unchanged
PTP4A1	1.02007400183333	9.64092537991667	5.07209524611517	0.000263526825580662	0.00240616557641193	0.260712460497592	unchanged
KCNK3	0.486984256333333	6.259711537	5.07096972820067	0.000264025368681439	0.00240964329349192	0.25876830592595	unchanged
DENND4C	-0.822723176166665	9.91401596775	-5.07064148014184	0.000264170950945648	0.00240989802911665	0.258201277965713	unchanged
TMCC2	-0.724792304	2.8667507195	-5.07007109558061	0.000264424124199334	0.00241098858860632	0.257215940812201	unchanged
CALHM2	-0.962370036666671	12.3252225316667	-5.06958596083276	0.000264639658408222	0.00241098858860632	0.256377838868957	unchanged
Z83844.3	-0.545184403166668	5.28794775425	-5.06957693686187	0.000264643669296241	0.00241098858860632	0.256362249078364	unchanged
LZIC	0.435147603333331	10.49200216	5.06859730511962	0.000265079466029661	0.00241388504414738	0.254669776233155	unchanged
ZNF707	0.545454047166666	5.7030559895	5.06670900591205	0.000265921615730086	0.00241973046246774	0.251407078510171	unchanged
AKTIP	-0.597577972000003	10.0018267106667	-5.06662828306971	0.000265957679248773	0.00241973046246774	0.251267591151936	unchanged
LINC01565	2.0274165805	4.53828643441667	5.06578774777243	0.000266333499477572	0.00242160322337889	0.249815113351937	up-regulated
UBE2T	-0.547304207500001	6.98983951725	-5.06537149520663	0.000266519820558587	0.00242160322337889	0.249095778458777	unchanged
FAM189A1	0.330764074833333	11.2110375571667	5.06532749429178	0.000266539524036345	0.00242160322337889	0.249019738219654	unchanged
TYW1	-0.597891111666668	8.000812994	-5.06511100905252	0.00026663648773044	0.00242160322337889	0.248645615280045	unchanged
ZNF350-AS1	-0.637143579333333	10.479145322	-5.0641342269248	0.000267074448542167	0.00242450563215585	0.246957495107838	unchanged
AC068831.1	-0.423335096499998	8.08514372141667	-5.05957412928925	0.000269129070455947	0.00244207503896225	0.239074872653194	unchanged
PIGU	-0.515050682833334	6.41562701641667	-5.0581375829008	0.000269779757002452	0.00244689522737388	0.23659108392617	unchanged
MYL2	0.379266885499999	7.06678382225	5.05696202854113	0.000270313454176844	0.00245065052746426	0.234558349917138	unchanged
NLRC3	-0.789959672166667	6.14871356908333	-5.05580965810658	0.000270837700779603	0.00245431686370189	0.232565529748113	unchanged
BDP1	-0.717294634666665	6.10933471833333	-5.05497596969705	0.00027121763441138	0.00245667277874616	0.23112370552511	unchanged
LMLN2	0.713680600166667	3.06774406008333	5.05453524166409	0.000271418711525897	0.00245669523368652	0.230361450823699	unchanged
SARAF	-0.471880054999998	13.0189137691667	-5.05444473151899	0.000271460025089482	0.00245669523368652	0.230204907193249	unchanged
LAPTM4B	-0.790938069666666	5.6962878815	-5.05355417626781	0.000271866872935357	0.00245928661607506	0.228664572557786	unchanged
RBM41	-0.422390625499999	9.32095465125	-5.05329251767244	0.000271986532490723	0.00245928661607506	0.228211979288662	unchanged
STX16-NPEPL1	-0.456050671583337	6.93046178070833	-5.05084666316579	0.000273107725355427	0.00246833460515408	0.223980930445123	unchanged
ADRB2	-0.904161090000001	9.92996057333333	-5.05002065719296	0.000273487464914374	0.00247067634823395	0.222551858268637	unchanged
RAB4B	-0.438602451166667	7.62505932758333	-5.0465310433767	0.000275097865709143	0.00248391783314547	0.216513499098872	unchanged
HIST2H2BF	0.869914881722222	9.11815530547222	5.04631956316148	0.000275195779463235	0.00248391783314547	0.216147506894621	unchanged
TADA2A	-0.561937352166668	7.53243973575	-5.04509604164038	0.000275762978547939	0.0024879408813488	0.214029939908498	unchanged
CRACR2A	0.922258880333334	7.39059502283333	5.04383364772281	0.000276349483155327	0.00249213448481775	0.211844891529982	unchanged
CD3EAP	-0.493036374666667	5.5813532825	-5.04337146824144	0.000276564537406655	0.00249297611183464	0.211044863883082	unchanged
PPM1D	-0.872137693333333	7.48921304966667	-5.04290198314192	0.000276783170675742	0.00249384924568376	0.210232161818068	unchanged
CLEC9A	-0.664608725833335	4.28692571741667	-5.04175204520205	0.000277319448180067	0.00249758236531564	0.208241440828381	unchanged
SNAI1	0.562210006833332	7.80857236425	5.03893940425129	0.000278635729584971	0.00250833395248361	0.203371597784328	unchanged
ERAP2	-1.61449202	12.6117333366667	-5.0382258986697	0.000278970682042061	0.0025102458559848	0.202136061315955	unchanged
AARS2	-0.671654970833334	6.45948002608333	-5.03789792033542	0.000279124791828477	0.00251052952861098	0.201568097936957	unchanged
FBXO6	-0.595983392999999	7.21661682716667	-5.03735170545659	0.000279381644310623	0.00251088359760918	0.200622181093412	unchanged
ZSCAN21	-0.99857539966667	4.0563208875	-5.03729279485494	0.00027940936127692	0.00251088359760918	0.200520159346199	unchanged
CTLA4	0.674484999333337	8.49341204166667	5.0369223161011	0.000279583734657128	0.00251134863411315	0.199878551588809	unchanged
SETDB2	-0.495139680000001	11.08624155	-5.03555664326439	0.000280227502604116	0.00251602773052709	0.197513278614609	unchanged
HIST1H2BF	1.142350369	8.87299674683333	5.0351953834778	0.000280398057582324	0.00251645583667222	0.196887555264115	unchanged
CALML3-AS1	0.452212284666666	5.40452758816667	5.03407847298225	0.000280926052888656	0.00252007954524456	0.194952892844452	unchanged
RMND5B	-0.548275089833333	7.09541470041667	-5.03382096156791	0.00028104793365911	0.00252007954524456	0.194506820091776	unchanged
WDR59	-0.50617063166667	10.0838554775	-5.03304604120633	0.000281415039894628	0.00252178460318735	0.193164416520983	unchanged
TMEM240	-0.9023794935	2.96277700091667	-5.0328998424158	0.000281484355609682	0.00252178460318735	0.192911145905549	unchanged
SLC39A10	-0.672180612000004	6.2987881295	-5.03098196204876	0.000282395319841054	0.0025288395935045	0.189588407569392	unchanged
HLTF	-0.835479191333334	6.719238892	-5.03036726104918	0.000282687947232672	0.00253035365355119	0.188523333609441	unchanged
STK26	-0.770858382666667	8.93262861316667	-5.02865801263521	0.000283503304375177	0.00253604290770882	0.185561512384226	unchanged
AC008575.1	-0.471648547833334	7.48885611125	-5.02825683415559	0.000283695034255903	0.00253604290770882	0.184866287019878	unchanged
APC	-0.471648547833334	7.48885611125	-5.02825683415559	0.000283695034255903	0.00253604290770882	0.184866287019878	unchanged
MAP2	0.9816803775	3.48075618475	5.02587612089238	0.000284835617327185	0.00254512802917136	0.180740181801773	unchanged
SARS2	-0.5017927275	7.43911048141667	-5.0253306759462	0.000285097612465239	0.00254635809127261	0.179794746781796	unchanged
FRG1HP	-0.609455420233334	5.92672717135	-5.02174488186471	0.000286826289192482	0.00256068108224152	0.173578428981213	unchanged
